path,difficulty_spoof_prob,engine,dialect,script_id
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000550.wav,0.3499,edgetts,mandarin,SC-000550
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001408.wav,0.3504,edgetts,mandarin,SC-001408
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000553.wav,0.3524,edgetts,mandarin,SC-000553
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-001480.wav,0.3539,edgetts,mandarin,SC-001480
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000300.wav,0.3544,edgetts,mandarin,SC-000300
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000300.wav,0.3544,edgetts,mandarin,SC-000300
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-001633.wav,0.3559,edgetts,mandarin,SC-001633
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000674.wav,0.356,edgetts,mandarin,SC-000674
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000133.wav,0.3562,edgetts,mandarin,SC-000133
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-001693.wav,0.3566,edgetts,sichuan,SC-001693
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000223.wav,0.3582,edgetts,mandarin,SC-000223
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000518.wav,0.3585,edgetts,mandarin,SC-000518
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-002494.wav,0.3593,edgetts,sichuan,SC-002494
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000734.wav,0.3594,edgetts,mandarin,SC-000734
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000153.wav,0.3595,edgetts,mandarin,SC-000153
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-003961.wav,0.3598,edgetts,sichuan,SC-003961
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001083.wav,0.3607,edgetts,mandarin,SC-001083
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000452.wav,0.3608,edgetts,mandarin,SC-000452
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-003471.wav,0.3611,edgetts,sichuan,SC-003471
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000979.wav,0.3624,edgetts,sichuan,SC-000979
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001073.wav,0.3627,edgetts,mandarin,SC-001073
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001762.wav,0.3628,edgetts,mandarin,SC-001762
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000029.wav,0.3629,edgetts,mandarin,SC-000029
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000030.wav,0.3638,edgetts,mandarin,SC-000030
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-002440.wav,0.3651,edgetts,mandarin,SC-002440
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-002016.wav,0.3659,edgetts,mandarin,SC-002016
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001163.wav,0.3659,edgetts,mandarin,SC-001163
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000450.wav,0.3664,edgetts,mandarin,SC-000450
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-002381.wav,0.3667,edgetts,mandarin,SC-002381
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000641.wav,0.3689,edgetts,mandarin,SC-000641
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-002266.wav,0.3692,edgetts,mandarin,SC-002266
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-002517.wav,0.3703,edgetts,sichuan,SC-002517
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000098.wav,0.3705,edgetts,mandarin,SC-000098
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000286.wav,0.372,edgetts,mandarin,SC-000286
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000911.wav,0.3721,edgetts,mandarin,SC-000911
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001007.wav,0.3725,edgetts,mandarin,SC-001007
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-005821.wav,0.3731,edgetts,sichuan,SC-005821
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000132.wav,0.3735,edgetts,mandarin,SC-000132
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001907.wav,0.3738,edgetts,mandarin,SC-001907
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-006161.wav,0.3743,edgetts,sichuan,SC-006161
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000510.wav,0.3749,edgetts,mandarin,SC-000510
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-002349.wav,0.3767,edgetts,mandarin,SC-002349
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-006383.wav,0.3774,edgetts,sichuan,SC-006383
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000518.wav,0.3778,edgetts,mandarin,SC-000518
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-003469.wav,0.3778,edgetts,sichuan,SC-003469
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000766.wav,0.378,edgetts,mandarin,SC-000766
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000908.wav,0.3783,edgetts,mandarin,SC-000908
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-002174.wav,0.3788,edgetts,mandarin,SC-002174
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001666.wav,0.3796,edgetts,mandarin,SC-001666
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001520.wav,0.3802,edgetts,mandarin,SC-001520
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001289.wav,0.3802,edgetts,mandarin,SC-001289
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000981.wav,0.3803,edgetts,mandarin,SC-000981
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001075.wav,0.3803,edgetts,mandarin,SC-001075
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000053.wav,0.3817,edgetts,mandarin,SC-000053
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000123.wav,0.3844,edgetts,mandarin,SC-000123
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-006000.wav,0.3852,edgetts,sichuan,SC-006000
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000812.wav,0.3857,edgetts,sichuan,SC-000812
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-005388.wav,0.3858,edgetts,sichuan,SC-005388
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001003.wav,0.3866,edgetts,mandarin,SC-001003
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001534.wav,0.3874,edgetts,mandarin,SC-001534
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-002818.wav,0.3875,edgetts,sichuan,SC-002818
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000050.wav,0.3878,edgetts,mandarin,SC-000050
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000672.wav,0.3885,edgetts,mandarin,SC-000672
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000163.wav,0.3886,edgetts,mandarin,SC-000163
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000473.wav,0.3887,edgetts,mandarin,SC-000473
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000821.wav,0.3895,edgetts,mandarin,SC-000821
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-002088.wav,0.3896,edgetts,mandarin,SC-002088
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-007810.wav,0.3901,edgetts,sichuan,SC-007810
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000553.wav,0.3905,edgetts,mandarin,SC-000553
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-002111.wav,0.3919,edgetts,mandarin,SC-002111
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-001894.wav,0.3932,edgetts,mandarin,SC-001894
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-002148.wav,0.3932,edgetts,mandarin,SC-002148
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-001774.wav,0.394,edgetts,mandarin,SC-001774
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001009.wav,0.3941,edgetts,mandarin,SC-001009
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001834.wav,0.3941,edgetts,mandarin,SC-001834
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000085.wav,0.3956,edgetts,mandarin,SC-000085
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000037.wav,0.396,edgetts,mandarin,SC-000037
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001957.wav,0.3969,edgetts,mandarin,SC-001957
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000100.wav,0.397,edgetts,mandarin,SC-000100
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000530.wav,0.3974,edgetts,mandarin,SC-000530
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000144.wav,0.3978,edgetts,sichuan,SC-000144
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001075.wav,0.3981,edgetts,mandarin,SC-001075
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-002466.wav,0.3993,edgetts,mandarin,SC-002466
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-002466.wav,0.3994,edgetts,mandarin,SC-002466
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000398.wav,0.4004,edgetts,mandarin,SC-000398
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-002162.wav,0.4013,edgetts,mandarin,SC-002162
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-005513.wav,0.4016,edgetts,sichuan,SC-005513
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000118.wav,0.4028,edgetts,sichuan,SC-000118
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-002363.wav,0.4032,edgetts,mandarin,SC-002363
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-001371.wav,0.4036,edgetts,mandarin,SC-001371
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-001281.wav,0.4037,edgetts,mandarin,SC-001281
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001043.wav,0.4038,edgetts,mandarin,SC-001043
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-003015.wav,0.4043,edgetts,sichuan,SC-003015
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000004.wav,0.4054,edgetts,mandarin,SC-000004
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001013.wav,0.4057,edgetts,mandarin,SC-001013
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000491.wav,0.406,edgetts,sichuan,SC-000491
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-002462.wav,0.4061,edgetts,mandarin,SC-002462
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-002312.wav,0.4061,edgetts,mandarin,SC-002312
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001576.wav,0.4068,edgetts,mandarin,SC-001576
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-006153.wav,0.4076,edgetts,sichuan,SC-006153
data/redteam/factory/edgetts/minnan/edgetts_minnan_zh-TW-YunJheNeural_SC-006258.wav,0.4077,edgetts,minnan,SC-006258
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001620.wav,0.4085,edgetts,mandarin,SC-001620
data/redteam/factory/edgetts/minnan/edgetts_minnan_zh-TW-YunJheNeural_SC-002760.wav,0.4086,edgetts,minnan,SC-002760
data/redteam/factory/edgetts/minnan/edgetts_minnan_zh-TW-YunJheNeural_SC-006344.wav,0.4087,edgetts,minnan,SC-006344
data/redteam/factory/edgetts/dongbei/edgetts_dongbei_zh-CN-liaoning-XiaobeiNeural_SC-004149.wav,0.409,edgetts,dongbei,SC-004149
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000618.wav,0.4099,edgetts,mandarin,SC-000618
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001816.wav,0.4101,edgetts,mandarin,SC-001816
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000528.wav,0.4113,edgetts,mandarin,SC-000528
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000164.wav,0.4121,edgetts,mandarin,SC-000164
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-005850.wav,0.4126,edgetts,sichuan,SC-005850
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000930.wav,0.4126,edgetts,mandarin,SC-000930
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000624.wav,0.4131,edgetts,mandarin,SC-000624
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-002303.wav,0.4134,edgetts,mandarin,SC-002303
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001390.wav,0.4139,edgetts,mandarin,SC-001390
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-002396.wav,0.4142,edgetts,mandarin,SC-002396
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001434.wav,0.4142,edgetts,mandarin,SC-001434
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000642.wav,0.4146,edgetts,mandarin,SC-000642
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000301.wav,0.4152,edgetts,mandarin,SC-000301
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001208.wav,0.4152,edgetts,mandarin,SC-001208
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000072.wav,0.4153,edgetts,mandarin,SC-000072
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000408.wav,0.4155,edgetts,mandarin,SC-000408
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000746.wav,0.4157,edgetts,mandarin,SC-000746
data/redteam/factory/edgetts/minnan/edgetts_minnan_zh-TW-YunJheNeural_SC-003761.wav,0.4161,edgetts,minnan,SC-003761
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-002462.wav,0.4162,edgetts,mandarin,SC-002462
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000025.wav,0.4163,edgetts,mandarin,SC-000025
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000034.wav,0.4169,edgetts,mandarin,SC-000034
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001272.wav,0.417,edgetts,mandarin,SC-001272
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-002479.wav,0.4178,edgetts,mandarin,SC-002479
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-001491.wav,0.4182,edgetts,sichuan,SC-001491
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001418.wav,0.419,edgetts,mandarin,SC-001418
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-002698.wav,0.4191,edgetts,sichuan,SC-002698
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000518.wav,0.4193,edgetts,mandarin,SC-000518
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000947.wav,0.4193,edgetts,mandarin,SC-000947
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-002597.wav,0.4208,edgetts,sichuan,SC-002597
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000446.wav,0.4213,edgetts,sichuan,SC-000446
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001365.wav,0.4214,edgetts,mandarin,SC-001365
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-007435.wav,0.4215,edgetts,sichuan,SC-007435
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001952.wav,0.4218,edgetts,mandarin,SC-001952
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-001478.wav,0.4232,edgetts,mandarin,SC-001478
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001572.wav,0.4242,edgetts,mandarin,SC-001572
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-002521.wav,0.4243,edgetts,mandarin,SC-002521
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001409.wav,0.4246,edgetts,mandarin,SC-001409
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-001576.wav,0.4248,edgetts,mandarin,SC-001576
