path,engine,dialect,script_id,speaker_ref,difficulty_spoof_prob,verdict
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000098.wav,edgetts,mandarin,SC-000098,zh-CN-YunjianNeural,0.0178,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000480.wav,edgetts,mandarin,SC-000480,zh-CN-YunjianNeural,0.0182,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-000969.wav,edgetts,henan,SC-000969,zh-CN-shaanxi-XiaoniNeural,0.0182,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000397.wav,edgetts,mandarin,SC-000397,zh-CN-YunjianNeural,0.0183,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000036.wav,edgetts,mandarin,SC-000036,zh-CN-YunjianNeural,0.0184,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000110.wav,edgetts,mandarin,SC-000110,zh-CN-YunjianNeural,0.0185,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000468.wav,edgetts,mandarin,SC-000468,zh-CN-YunjianNeural,0.0185,隐蔽(难检)
data/redteam/factory/sovits_api/mandarin/sovits_api_mandarin_ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s_SC-000089.wav,sovits_api,mandarin,SC-000089,ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s,0.0185,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000204.wav,edgetts,mandarin,SC-000204,zh-CN-YunjianNeural,0.0187,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000235.wav,edgetts,mandarin,SC-000235,zh-CN-YunyangNeural,0.0187,隐蔽(难检)
data/redteam/factory/sovits_api/minnan/sovits_api_minnan_ref_boot_edgetts_minnan_zh-TW-YunJheNeural_SC-000001_SC-000156.wav,sovits_api,minnan,SC-000156,ref_boot_edgetts_minnan_zh-TW-YunJheNeural_SC-000001,0.0188,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000313.wav,edgetts,mandarin,SC-000313,zh-CN-YunjianNeural,0.0191,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000486.wav,edgetts,mandarin,SC-000486,zh-CN-YunjianNeural,0.0194,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000069.wav,edgetts,mandarin,SC-000069,zh-CN-YunjianNeural,0.0195,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000511.wav,edgetts,mandarin,SC-000511,zh-CN-YunjianNeural,0.0195,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000476.wav,edgetts,mandarin,SC-000476,zh-CN-YunjianNeural,0.0196,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000304.wav,edgetts,mandarin,SC-000304,zh-CN-YunjianNeural,0.0197,隐蔽(难检)
data/redteam/factory/sovits_api/mandarin/sovits_api_mandarin_ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s_SC-000070.wav,sovits_api,mandarin,SC-000070,ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s,0.0198,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-000021.wav,edgetts,henan,SC-000021,zh-CN-shaanxi-XiaoniNeural,0.02,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000093.wav,edgetts,mandarin,SC-000093,zh-CN-YunjianNeural,0.02,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000344.wav,edgetts,mandarin,SC-000344,zh-CN-YunjianNeural,0.02,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000356.wav,edgetts,mandarin,SC-000356,zh-CN-YunjianNeural,0.0202,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000364.wav,edgetts,mandarin,SC-000364,zh-CN-YunjianNeural,0.0203,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000083.wav,edgetts,mandarin,SC-000083,zh-CN-YunjianNeural,0.0204,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000331.wav,edgetts,mandarin,SC-000331,zh-CN-YunjianNeural,0.0204,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000290.wav,edgetts,mandarin,SC-000290,zh-CN-YunjianNeural,0.0205,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000376.wav,edgetts,mandarin,SC-000376,zh-CN-YunjianNeural,0.0205,隐蔽(难检)
data/redteam/factory/edgetts/dongbei/edgetts_dongbei_zh-CN-liaoning-XiaobeiNeural_SC-001700.wav,edgetts,dongbei,SC-001700,zh-CN-liaoning-XiaobeiNeural,0.0205,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000386.wav,edgetts,mandarin,SC-000386,zh-CN-YunyangNeural,0.0207,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000018.wav,edgetts,mandarin,SC-000018,zh-CN-YunjianNeural,0.0208,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000241.wav,edgetts,mandarin,SC-000241,zh-CN-YunjianNeural,0.0208,隐蔽(难检)
data/redteam/factory/sovits_api/mandarin/sovits_api_mandarin_ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s_SC-000057.wav,sovits_api,mandarin,SC-000057,ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s,0.0208,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000370.wav,edgetts,mandarin,SC-000370,zh-CN-YunjianNeural,0.0209,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000488.wav,edgetts,mandarin,SC-000488,zh-CN-YunjianNeural,0.021,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000234.wav,edgetts,mandarin,SC-000234,zh-CN-YunjianNeural,0.021,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000967.wav,edgetts,sichuan,SC-000967,zh-CN-YunxiNeural,0.0211,隐蔽(难检)
data/redteam/factory/sovits_api/mandarin/sovits_api_mandarin_ref_boot_edgetts_mandarin_zh-CN-YunxiNeural_SC-000007_seg8s_SC-000093.wav,sovits_api,mandarin,SC-000093,ref_boot_edgetts_mandarin_zh-CN-YunxiNeural_SC-000007_seg8s,0.0211,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000005.wav,edgetts,mandarin,SC-000005,zh-CN-YunjianNeural,0.0212,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000086.wav,edgetts,mandarin,SC-000086,zh-CN-YunjianNeural,0.0212,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000089.wav,edgetts,mandarin,SC-000089,zh-CN-YunjianNeural,0.0212,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-000647.wav,edgetts,henan,SC-000647,zh-CN-shaanxi-XiaoniNeural,0.0212,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-XiaoxiaoNeural_SC-001535.wav,edgetts,sichuan,SC-001535,zh-CN-XiaoxiaoNeural,0.0212,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000337.wav,edgetts,mandarin,SC-000337,zh-CN-YunyangNeural,0.0212,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000382.wav,edgetts,mandarin,SC-000382,zh-CN-YunjianNeural,0.0212,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000356.wav,edgetts,mandarin,SC-000356,zh-CN-XiaoxiaoNeural,0.0213,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000336.wav,edgetts,mandarin,SC-000336,zh-CN-YunjianNeural,0.0213,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000045.wav,edgetts,mandarin,SC-000045,zh-CN-YunjianNeural,0.0214,隐蔽(难检)
data/redteam/factory/sovits_api/mandarin/sovits_api_mandarin_ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s_SC-000069.wav,sovits_api,mandarin,SC-000069,ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s,0.0214,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000506.wav,edgetts,mandarin,SC-000506,zh-CN-YunjianNeural,0.0215,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-000183.wav,edgetts,henan,SC-000183,zh-CN-shaanxi-XiaoniNeural,0.0216,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000313.wav,edgetts,mandarin,SC-000313,zh-CN-YunxiNeural,0.0217,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000403.wav,edgetts,mandarin,SC-000403,zh-CN-YunyangNeural,0.0217,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000511.wav,edgetts,mandarin,SC-000511,zh-CN-YunxiNeural,0.0218,隐蔽(难检)
data/redteam/factory/sovits_api/cantonese/sovits_api_cantonese_ref_boot_edgetts_cantonese_zh-HK-WanLungNeural_SC-000005_seg8s_SC-000245.wav,sovits_api,cantonese,SC-000245,ref_boot_edgetts_cantonese_zh-HK-WanLungNeural_SC-000005_seg8s,0.0218,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000090.wav,edgetts,mandarin,SC-000090,zh-CN-XiaoxiaoNeural,0.0219,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000261.wav,edgetts,mandarin,SC-000261,zh-CN-YunjianNeural,0.0219,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000464.wav,edgetts,mandarin,SC-000464,zh-CN-YunxiNeural,0.022,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000198.wav,edgetts,mandarin,SC-000198,zh-CN-YunjianNeural,0.022,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000204.wav,edgetts,mandarin,SC-000204,zh-CN-YunyangNeural,0.022,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000019.wav,edgetts,mandarin,SC-000019,zh-CN-YunjianNeural,0.0221,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000509.wav,edgetts,sichuan,SC-000509,zh-CN-YunxiNeural,0.0221,隐蔽(难检)
data/redteam/factory/edgetts/cantonese/edgetts_cantonese_zh-HK-WanLungNeural_SC-001350.wav,edgetts,cantonese,SC-001350,zh-HK-WanLungNeural,0.0221,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000403.wav,edgetts,mandarin,SC-000403,zh-CN-YunjianNeural,0.0221,隐蔽(难检)
data/redteam/factory/sovits_api/mandarin/sovits_api_mandarin_ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s_SC-000046.wav,sovits_api,mandarin,SC-000046,ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s,0.0221,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000020.wav,edgetts,mandarin,SC-000020,zh-CN-YunjianNeural,0.0222,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000036.wav,edgetts,mandarin,SC-000036,zh-CN-YunyangNeural,0.0222,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-000737.wav,edgetts,henan,SC-000737,zh-CN-shaanxi-XiaoniNeural,0.0222,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-XiaoxiaoNeural_SC-000255.wav,edgetts,sichuan,SC-000255,zh-CN-XiaoxiaoNeural,0.0224,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000986.wav,edgetts,sichuan,SC-000986,zh-CN-YunxiNeural,0.0224,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000401.wav,edgetts,mandarin,SC-000401,zh-CN-YunjianNeural,0.0224,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000013.wav,edgetts,mandarin,SC-000013,zh-CN-YunjianNeural,0.0225,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000065.wav,edgetts,mandarin,SC-000065,zh-CN-YunjianNeural,0.0225,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000022.wav,edgetts,mandarin,SC-000022,zh-CN-YunyangNeural,0.0226,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000559.wav,edgetts,sichuan,SC-000559,zh-CN-YunxiNeural,0.0226,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000456.wav,edgetts,mandarin,SC-000456,zh-CN-XiaoxiaoNeural,0.0227,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000159.wav,edgetts,mandarin,SC-000159,zh-CN-YunjianNeural,0.0227,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000337.wav,edgetts,mandarin,SC-000337,zh-CN-YunjianNeural,0.0228,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000159.wav,edgetts,mandarin,SC-000159,zh-CN-XiaoxiaoNeural,0.0228,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000017.wav,edgetts,mandarin,SC-000017,zh-CN-YunjianNeural,0.0229,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-XiaoxiaoNeural_SC-000675.wav,edgetts,sichuan,SC-000675,zh-CN-XiaoxiaoNeural,0.0229,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000484.wav,edgetts,mandarin,SC-000484,zh-CN-YunjianNeural,0.0231,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000449.wav,edgetts,mandarin,SC-000449,zh-CN-YunyangNeural,0.0232,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000292.wav,edgetts,mandarin,SC-000292,zh-CN-YunjianNeural,0.0232,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000347.wav,edgetts,mandarin,SC-000347,zh-CN-YunjianNeural,0.0233,隐蔽(难检)
data/redteam/factory/sovits_api/minnan/sovits_api_minnan_ref_boot_edgetts_minnan_zh-TW-HsiaoChenNeural_SC-000001_SC-000367.wav,sovits_api,minnan,SC-000367,ref_boot_edgetts_minnan_zh-TW-HsiaoChenNeural_SC-000001,0.0234,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000401.wav,edgetts,mandarin,SC-000401,zh-CN-YunyangNeural,0.0235,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000308.wav,edgetts,mandarin,SC-000308,zh-CN-YunjianNeural,0.0235,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000097.wav,edgetts,mandarin,SC-000097,zh-CN-YunjianNeural,0.0236,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-001172.wav,edgetts,sichuan,SC-001172,zh-CN-YunxiNeural,0.0236,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000493.wav,edgetts,mandarin,SC-000493,zh-CN-YunxiNeural,0.0236,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-XiaoxiaoNeural_SC-001557.wav,edgetts,sichuan,SC-001557,zh-CN-XiaoxiaoNeural,0.0236,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-YunxiNeural_SC-000552.wav,edgetts,sichuan,SC-000552,zh-CN-YunxiNeural,0.0238,隐蔽(难检)
data/redteam/factory/sovits_api/mandarin/sovits_api_mandarin_ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s_SC-000019.wav,sovits_api,mandarin,SC-000019,ref_boot_edgetts_mandarin_zh-CN-YunjianNeural_SC-000007_seg8s,0.0238,隐蔽(难检)
data/redteam/factory/edgetts/sichuan/edgetts_sichuan_zh-CN-XiaoxiaoNeural_SC-000115.wav,edgetts,sichuan,SC-000115,zh-CN-XiaoxiaoNeural,0.0239,隐蔽(难检)
data/redteam/factory/edgetts/cantonese/edgetts_cantonese_zh-HK-WanLungNeural_SC-000654.wav,edgetts,cantonese,SC-000654,zh-HK-WanLungNeural,0.024,隐蔽(难检)
data/redteam/factory/edgetts/dongbei/edgetts_dongbei_zh-CN-liaoning-XiaobeiNeural_SC-001253.wav,edgetts,dongbei,SC-001253,zh-CN-liaoning-XiaobeiNeural,0.024,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000501.wav,edgetts,mandarin,SC-000501,zh-CN-YunjianNeural,0.0241,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-XiaoxiaoNeural_SC-000493.wav,edgetts,mandarin,SC-000493,zh-CN-XiaoxiaoNeural,0.0241,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-001185.wav,edgetts,henan,SC-001185,zh-CN-shaanxi-XiaoniNeural,0.0242,隐蔽(难检)
data/redteam/factory/edgetts/cantonese/edgetts_cantonese_zh-HK-WanLungNeural_SC-000765.wav,edgetts,cantonese,SC-000765,zh-HK-WanLungNeural,0.0243,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000227.wav,edgetts,mandarin,SC-000227,zh-CN-YunjianNeural,0.0243,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000300.wav,edgetts,mandarin,SC-000300,zh-CN-YunjianNeural,0.0243,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunxiNeural_SC-000444.wav,edgetts,mandarin,SC-000444,zh-CN-YunxiNeural,0.0244,隐蔽(难检)
data/redteam/factory/edgetts/cantonese/edgetts_cantonese_zh-HK-WanLungNeural_SC-001294.wav,edgetts,cantonese,SC-001294,zh-HK-WanLungNeural,0.0244,隐蔽(难检)
data/redteam/factory/sovits_api/minnan/sovits_api_minnan_ref_boot_edgetts_minnan_zh-TW-YunJheNeural_SC-000001_SC-000392.wav,sovits_api,minnan,SC-000392,ref_boot_edgetts_minnan_zh-TW-YunJheNeural_SC-000001,0.0244,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-001096.wav,edgetts,henan,SC-001096,zh-CN-shaanxi-XiaoniNeural,0.0245,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunyangNeural_SC-000011.wav,edgetts,mandarin,SC-000011,zh-CN-YunyangNeural,0.0246,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-000022.wav,edgetts,henan,SC-000022,zh-CN-shaanxi-XiaoniNeural,0.0247,隐蔽(难检)
data/redteam/factory/edgetts/henan/edgetts_henan_zh-CN-shaanxi-XiaoniNeural_SC-000735.wav,edgetts,henan,SC-000735,zh-CN-shaanxi-XiaoniNeural,0.0247,隐蔽(难检)
data/redteam/factory/edgetts/mandarin/edgetts_mandarin_zh-CN-YunjianNeural_SC-000181.wav,edgetts,mandarin,SC-000181,zh-CN-YunjianNeural,0.0247,隐蔽(难检)
